SN1: c:-0.07048747142890122 mwebv:0.03030455100765922 t0:58790.64835070917 x0:0.00038329264098275963 x1:-0.658169335026904 z:0.111197220311 
SN731: c:-0.03609019064604002 mwebv:0.06641438842048471 t0:58636.56609789375 x0:0.0004901971984188931 x1:0.34389713095414365 z:0.111638584362 
SN732: c:0.018002792737664475 mwebv:0.020481583467714795 t0:58772.80080535945 x0:0.0011198708569068786 x1:0.2022937190205889 z:0.0677268556159 
SN733: c:-0.08277114124875062 mwebv:0.02836293745523176 t0:58779.727149836 x0:0.0033440520429753613 x1:1.0799070710492167 z:0.0347362170699 
SN734: c:-0.020343017658854823 mwebv:0.008065672119711447 t0:58912.93464807763 x0:0.00013114500981265936 x1:0.552717864516592 z:0.145191703228 
SN735: c:0.0042979211274007945 mwebv:0.12867289214150698 t0:58690.392661140395 x0:0.0001686002651434091 x1:-0.5031288235277351 z:0.144277947249 
SN736: c:0.19741747134681908 mwebv:0.05041439554184912 t0:58763.404458019104 x0:0.000236503115693914 x1:0.5569472452551607 z:0.114463719195 
SN737: c:0.06684010090309034 mwebv:1.436393722590018 t0:58671.8069803908 x0:0.0002009575364402133 x1:0.7469763715780933 z:0.141419263456 
SN738: c:-0.11015424894464099 mwebv:0.031133149949063594 t0:58620.04656277538 x0:0.0007320516778207234 x1:0.07915553161970035 z:0.0741918702044 
SN739: c:-0.02596617862876016 mwebv:0.027761073996828714 t0:58570.709658852495 x0:0.0006195666749600872 x1:-0.35086166404025 z:0.0752850383887 
SN740: c:-0.03873047090446269 mwebv:0.25964218282453255 t0:58852.60937938634 x0:0.0002955276553224606 x1:-0.17637323676307393 z:0.101930591553 
SN741: c:-0.07421026252837581 mwebv:1.3382257214813 t0:58835.37381783976 x0:0.0004243468183133182 x1:-0.16519801718923555 z:0.0914132368336 
SN742: c:0.03736048592684593 mwebv:0.06076587436506716 t0:58671.93686057785 x0:0.0001866207242422338 x1:0.1526076178828495 z:0.122147784393 
SN743: c:-0.08059455757808198 mwebv:0.1910511154381997 t0:58731.69308941243 x0:0.00021678219963997295 x1:-0.10234130444764666 z:0.139304103782 
SN744: c:-0.05473697356899354 mwebv:0.010384809752214402 t0:58808.964015619684 x0:0.0005457907575253668 x1:0.751116618047909 z:0.0908663850953 
SN745: c:0.046888666154937475 mwebv:0.020735628367363732 t0:58560.79021403396 x0:0.00035156643931624174 x1:-2.534159876427074 z:0.0966634418578 
SN746: c:-0.07091972838847704 mwebv:1.1761848383024345 t0:58604.50600628119 x0:0.00014861526780940714 x1:1.051714288106247 z:0.144273323051 
SN747: c:-0.07905886425006514 mwebv:0.07075240164507607 t0:58768.90965270539 x0:0.00015509738907528572 x1:-0.004862554933641405 z:0.138712389742 
SN748: c:-0.052915046791031095 mwebv:0.04209745318379516 t0:58739.98964004539 x0:0.00019381535671894994 x1:0.8537541415827947 z:0.121754926544 
SN749: c:0.11673056422512307 mwebv:0.0276496325301644 t0:58772.22907683655 x0:0.00021903471344763534 x1:-0.6821822913994033 z:0.128340973796 
SN750: c:0.20587669635293881 mwebv:0.9520943967785588 t0:58838.77323589561 x0:0.0003780509899213266 x1:-0.09895975342224261 z:0.088513278892 
SN751: c:-0.0037060171551357435 mwebv:0.2854393477206649 t0:58770.57698365913 x0:0.00037287282422059233 x1:0.275212476343345 z:0.095712012388 
SN752: c:-0.09702664519419102 mwebv:0.24237020732056266 t0:58784.797015797034 x0:0.00024025700152554712 x1:-0.7207347082196249 z:0.123996568576 
SN753: c:0.03282507958790415 mwebv:0.039556842829596296 t0:58765.10168306093 x0:0.0003674200661299644 x1:-0.46304242909025195 z:0.10850363854 
SN754: c:-0.01743525317056749 mwebv:0.07644110343329545 t0:58657.374986013914 x0:0.00022616339767103717 x1:-0.7656696481075089 z:0.108988048387 
SN755: c:0.055646620048035444 mwebv:0.023741209488702526 t0:58852.35076563208 x0:0.0001918703743279767 x1:1.4779974012909909 z:0.137066332857 
SN756: c:-0.03661171940652164 mwebv:0.007769222220258517 t0:58595.549516206396 x0:0.00027805980882706196 x1:-0.10553517799119216 z:0.142416109559 
SN757: c:-0.04437488370501885 mwebv:0.1107593542290259 t0:58830.397771528886 x0:0.0001826021602809473 x1:0.19741833367590012 z:0.135012213828 
SN758: c:0.0005213488660609222 mwebv:0.12217954458949613 t0:58755.78555553213 x0:0.0006035409642704773 x1:0.4848067294639131 z:0.0798827539074 
SN759: c:0.14946343080277202 mwebv:0.02599701010019914 t0:58582.21213936211 x0:0.0005898963035162676 x1:0.09868459243808658 z:0.0764998808473 
SN760: c:0.10515315989033791 mwebv:0.25493110245827433 t0:58816.26073381305 x0:0.00015860157677407747 x1:-0.7731662810501367 z:0.130357066883 
SN761: c:-0.011788322769696435 mwebv:0.1800722615137125 t0:58724.427280057316 x0:0.0005247339121763928 x1:0.36791649685032635 z:0.0993249584404 
SN762: c:-0.04885180361167096 mwebv:0.04174315075476022 t0:58637.28492580609 x0:0.00015194021390750048 x1:-0.23971572139945962 z:0.140213311443 
SN763: c:0.10550197052544696 mwebv:0.1046047831704389 t0:58803.03353325653 x0:0.00042158441707231697 x1:-0.20204116254219695 z:0.114995380765 
SN764: c:-0.03781794452283682 mwebv:0.029019745860003235 t0:58802.28178872532 x0:0.000377459300751292 x1:0.36468613192368604 z:0.111023315044 
SN765: c:0.06180587767473522 mwebv:0.0627053279719043 t0:58816.07616206261 x0:0.0012229235818231033 x1:-0.9616635243891003 z:0.0546195973643 
SN766: c:0.08636425153070171 mwebv:19.829053379241834 t0:58885.168660407835 x0:0.00043206629417347653 x1:0.4832370441733058 z:0.0948789221179 
SN767: c:0.03832160713974586 mwebv:0.026793395303175142 t0:58614.83875848648 x0:0.0005510860247312303 x1:1.2183420329095629 z:0.0878952577538 
SN768: c:0.01208737308463892 mwebv:0.07698340140156837 t0:58737.6503906457 x0:0.0016782366147246163 x1:0.44785171450009953 z:0.0545101514836 
SN769: c:-0.00033952557443051035 mwebv:0.05935458739353595 t0:58860.7877539956 x0:0.0029406712196249326 x1:0.6408256753613131 z:0.0375549999174 
SN770: c:0.2827691236193788 mwebv:0.01385035525516564 t0:58684.831283343636 x0:0.00021637406113567893 x1:0.7128208782786496 z:0.124308370206 
SN771: c:-0.1252855779730555 mwebv:0.0905657524218203 t0:58604.185759319276 x0:0.00017997918304471362 x1:-1.2491957907688367 z:0.136579680007 
SN772: c:0.10766599041290226 mwebv:0.03947861761173825 t0:58629.20155110032 x0:0.00021986589231007256 x1:-0.0737815032786715 z:0.10008137185 
SN773: c:-0.030483913122048456 mwebv:0.23012639042836783 t0:58864.34089098022 x0:0.00014772205057308194 x1:-0.5951937422433429 z:0.130029505861 
SN774: c:-0.0029264627960920997 mwebv:0.24513124255054275 t0:58586.40322657365 x0:0.00022931510299516387 x1:0.7303223902831908 z:0.115825483901 
SN775: c:-0.009026310904494128 mwebv:23.253046744704395 t0:58654.32844635828 x0:0.0007230513071015532 x1:-0.22640684020133328 z:0.0719944633147 
SN776: c:0.031610441969375014 mwebv:0.012632369592337558 t0:58736.23420952117 x0:0.001627167624247257 x1:0.01345394586434523 z:0.0449206920383 
SN777: c:-0.1192706752216921 mwebv:0.038199645676852245 t0:58715.741512839675 x0:0.00037439680435522217 x1:0.9822456515531188 z:0.0952486319267 
SN778: c:0.09773897749622318 mwebv:0.162061341996518 t0:58801.29250704819 x0:0.00017839741282237975 x1:-0.20940241268597326 z:0.148092638125 
SN779: c:-0.07158357868128284 mwebv:0.06395615184688169 t0:58683.370261214004 x0:0.00027494397181337656 x1:0.7824617186865428 z:0.122853907904 
SN780: c:0.023169321042404434 mwebv:0.033481197355452796 t0:58916.02976134868 x0:0.00037410099056723754 x1:0.2284876409836789 z:0.103856083173 
SN781: c:-0.060798507012560954 mwebv:0.039699600967858184 t0:58686.91817143909 x0:0.00027433536742022945 x1:-0.37124497339210993 z:0.131930518526 
SN782: c:-0.036558624726426014 mwebv:1.8496118537482358 t0:58855.82664408489 x0:0.0002696676176726707 x1:0.5384173493815041 z:0.12638825357 
SN783: c:0.22929862277059332 mwebv:0.06000733814565672 t0:58565.95277238702 x0:0.0004274837725764592 x1:0.5930941145704791 z:0.0874467530288 
SN784: c:0.13205020702113845 mwebv:0.04011330326481334 t0:58591.42573984346 x0:0.00024060856011143912 x1:-0.6493314724578907 z:0.127339828674 
SN785: c:-0.07726562768709755 mwebv:0.05271980204707412 t0:58599.03113689947 x0:0.00036578207201371627 x1:-0.14686177707020587 z:0.109766711748 
SN786: c:0.13536974146800596 mwebv:0.07323703952880381 t0:58730.687992225736 x0:0.0008235923925009282 x1:-0.4929663644359801 z:0.0654368592191 
SN787: c:-0.08782372064920585 mwebv:0.13711372435788846 t0:58673.471847621244 x0:0.0006526967712465593 x1:-0.4137741381549809 z:0.0768080908705 
SN788: c:0.0055028257352125465 mwebv:1.65599659035618 t0:58773.466385280335 x0:0.0005566240971825877 x1:-1.7115896736006977 z:0.0699790817298 
SN789: c:-0.02514140811198118 mwebv:0.06581257663491667 t0:58822.97868648812 x0:0.00014748837937003277 x1:-1.1507971760159166 z:0.147971345578 
SN790: c:0.15730654221469598 mwebv:0.012842228599538128 t0:58665.77975437052 x0:0.00027354188206802477 x1:-1.115455910340258 z:0.137440746169 
SN791: c:-0.08140111711158315 mwebv:0.21577868776206688 t0:58817.60988300148 x0:8.243463652808118e-05 x1:-0.7028047394977448 z:0.13254613843 
SN792: c:0.12392265957518234 mwebv:1.6714620878083046 t0:58754.7332826044 x0:0.000337459067639687 x1:0.6926952826460182 z:0.11269327423 
SN793: c:0.007054522201057178 mwebv:0.05053773211706257 t0:58896.162573769485 x0:0.0006593090452107598 x1:1.201878978540016 z:0.0842696202895 
SN794: c:0.1517225542681082 mwebv:0.2077735049928983 t0:58734.75896177487 x0:0.00024912218812837627 x1:-0.8850520655443344 z:0.142331321548 
SN795: c:0.02163374116935879 mwebv:0.10213428275988742 t0:58741.01517924317 x0:0.0002675096452665703 x1:-1.511996119351632 z:0.14215026922 
SN796: c:-0.036351464400735445 mwebv:0.05863330533556489 t0:58684.56174703651 x0:0.0007151317288436545 x1:0.38521102712280797 z:0.0821501315689 
SN797: c:0.10596375549808723 mwebv:0.010707651228609127 t0:58581.09596427369 x0:0.0003172287002951148 x1:-1.1201195296933637 z:0.132469543506 
SN798: c:-0.056438406329235136 mwebv:0.05702832050670201 t0:58739.37922334482 x0:0.000280162528912115 x1:0.38361132560958033 z:0.0988970879932 
SN799: c:-0.08130289518664346 mwebv:0.027717318802000922 t0:58877.730597765076 x0:0.00038527501278820574 x1:1.459809057673084 z:0.0994712271883 
SN800: c:0.10574347152336339 mwebv:9.445832656679025 t0:58811.76468850163 x0:0.0006673744058411335 x1:0.9006352536378452 z:0.0786406123361 
SN801: c:0.024995426360053585 mwebv:0.4077588336122266 t0:58665.7064358559 x0:0.000723288544051429 x1:-0.6040618630123422 z:0.0822199297435 
SN802: c:0.04835663334148865 mwebv:0.1106895647244594 t0:58777.16018666695 x0:0.00021782334752406437 x1:0.14841111222257464 z:0.110340727912 
SN803: c:-0.048465635294212106 mwebv:0.035328112220220774 t0:58640.56061250269 x0:0.0001311977196585981 x1:-0.5185268550157272 z:0.147753712174 
SN804: c:-0.0013973918935064056 mwebv:0.1164007617908587 t0:58708.92612336992 x0:0.0007633427971886593 x1:1.0868299210484054 z:0.0775600753284 
SN805: c:0.13338690499867845 mwebv:0.07161587574324564 t0:58746.53437336099 x0:0.000388189722758475 x1:0.01183739765518732 z:0.0984811214399 
SN806: c:0.13863581641947142 mwebv:0.08159098154553908 t0:58672.611665174 x0:0.0001802802745017471 x1:-1.2217315759418892 z:0.141420985782 
SN807: c:-0.027571476281932128 mwebv:0.11238431400823495 t0:58894.87028854006 x0:0.00019617446004386403 x1:1.2421019142438308 z:0.113893845478 
SN808: c:-0.03394501016047968 mwebv:0.07391783374719349 t0:58781.00284404835 x0:0.0001275459945932632 x1:0.615509129137032 z:0.13147895376 
SN809: c:-0.05564867141276997 mwebv:0.037512321048269036 t0:58806.33062617962 x0:0.00022596774480166794 x1:-0.19352106553806347 z:0.128675551221 
SN810: c:0.11460066261769475 mwebv:0.12113432307780131 t0:58791.88189508405 x0:0.00035850862277376474 x1:0.8429843752231907 z:0.107944097503 
SN811: c:-0.030947771048530193 mwebv:0.3953726997203869 t0:58788.44612265248 x0:0.00017530486596235742 x1:0.059991436854925695 z:0.127794235432 
SN812: c:-0.03376188784427692 mwebv:0.008592023208018726 t0:58657.48012651711 x0:0.0005244231387942544 x1:0.04133473315625924 z:0.102325489572 
SN813: c:0.05809503125915594 mwebv:0.4225267441366253 t0:58841.53608784915 x0:0.005208270403400398 x1:-0.20557702779536147 z:0.0305981435368 
SN814: c:-0.005348447245806298 mwebv:0.010263937819956999 t0:58729.69841884982 x0:0.0002364722899510641 x1:1.0528422117363858 z:0.139543842167 
SN815: c:-0.03878220717163838 mwebv:0.05409786462657186 t0:58677.119643486636 x0:0.000570877546188953 x1:-0.029494456439510763 z:0.101791019631 
SN816: c:-0.017669815677876066 mwebv:0.06037665867893803 t0:58868.04382177741 x0:0.00015022401496422538 x1:0.4989421778884209 z:0.146813361472 
SN817: c:0.0989497750401398 mwebv:0.12361649281341242 t0:58597.73848505584 x0:0.0002477625881553583 x1:-0.22157911266510055 z:0.115509386585 
SN818: c:-0.0696015739455822 mwebv:0.02066982797627718 t0:58819.826401383674 x0:0.00018374996073670374 x1:-0.4594010720360684 z:0.141199836086 
SN819: c:0.0038534207198992476 mwebv:2.5119060235106634 t0:58673.0598490303 x0:0.0001428712592089453 x1:0.4800691161885875 z:0.138321358561 
SN820: c:-0.036772416294618804 mwebv:0.2640432151665131 t0:58676.764854850306 x0:0.00034134017941582815 x1:-0.15497731261500913 z:0.116308305135 
SN821: c:-0.043225720269457035 mwebv:0.01824653295521053 t0:58799.34504400826 x0:0.00025165162373407224 x1:-0.8146353996708839 z:0.101964422289 
SN822: c:0.13801938245019585 mwebv:0.03264002108349405 t0:58803.06774594166 x0:0.0006717126721551924 x1:0.9693087428000142 z:0.0914561492193 
SN823: c:0.07443174314684065 mwebv:0.032782827879520415 t0:58573.50375999311 x0:0.0003590605894490573 x1:-0.6028320601764472 z:0.107104289946 
SN824: c:-0.008744643334671842 mwebv:0.26188350523935405 t0:58889.26391321028 x0:0.00026223567483830306 x1:-0.8118400185037613 z:0.0985627865016 
SN825: c:-0.04955029426105373 mwebv:0.01720615723737169 t0:58720.94453224255 x0:0.000145099014671256 x1:0.5736550371299383 z:0.143491762602 
SN826: c:-0.04555605704538257 mwebv:0.021746946155492764 t0:58768.38773097152 x0:0.00023201317380264073 x1:-0.18252769107318434 z:0.133201839069 
SN827: c:-0.07771545849774508 mwebv:0.008611842732657853 t0:58620.596057284456 x0:0.003511730042194548 x1:-0.2890529710888279 z:0.0368571855087 
SN828: c:-0.06839938143090052 mwebv:0.11450495942729835 t0:58606.55916794458 x0:0.0011301853869934734 x1:-1.448521341510615 z:0.0685647804011 
SN829: c:0.12241528987647232 mwebv:0.035975679220215655 t0:58905.58935611808 x0:0.0019236917112288737 x1:-0.1243624682983211 z:0.046605233998 
SN830: c:0.0030035105022809816 mwebv:0.17283916274313288 t0:58920.26700592992 x0:0.00034969023161243257 x1:0.3735595721774265 z:0.126533797188 
SN831: c:0.06299200243876868 mwebv:0.014533857604475635 t0:58771.940789403445 x0:0.00019167100166799452 x1:0.167106566841821 z:0.138946549556 
SN832: c:0.040561970361967514 mwebv:0.04212559378212507 t0:58700.45585287381 x0:0.0006034031627431197 x1:-2.132090749492403 z:0.0839337702297 
SN833: c:0.049856906210873575 mwebv:0.14076885462511954 t0:58823.20969045717 x0:0.00015143433932484723 x1:0.22359607588373098 z:0.144890518715 
SN834: c:-0.04753427112721109 mwebv:0.07132262032224648 t0:58581.89983175565 x0:0.00013730171649288362 x1:0.5898311528286371 z:0.144246855895 
SN835: c:0.02606697263947133 mwebv:0.09284535937881556 t0:58882.53311742601 x0:0.00026941689073378396 x1:0.6746477447912884 z:0.111119219623 
SN836: c:0.016685183406921045 mwebv:0.5931933069945653 t0:58677.59600764986 x0:0.0018413289360605946 x1:0.1426162742849546 z:0.0465441587583 
SN837: c:-0.0733024510124829 mwebv:0.03430027445003154 t0:58791.275341740795 x0:0.00029772940947368184 x1:-0.12816833429253194 z:0.129541312539 
SN838: c:-0.013212935369594447 mwebv:0.1192554719845571 t0:58796.8705114196 x0:0.0002340694435514767 x1:-0.725442019731052 z:0.131551064952 
SN839: c:0.15157192066962377 mwebv:0.024641632397837177 t0:58617.506919712076 x0:0.00023144327527605942 x1:0.6131171732217844 z:0.143447895105 
SN840: c:-0.03074019742353773 mwebv:0.014397022717342065 t0:58786.168349933854 x0:0.0011222584586477577 x1:-0.3168435786668633 z:0.0632870924171 
SN841: c:0.028044054522633477 mwebv:0.02782368906669147 t0:58569.720433034985 x0:0.00016422151835666067 x1:0.5102229925277157 z:0.125908179977 
SN842: c:0.09784336731345444 mwebv:1.258535515984218 t0:58695.2372402274 x0:0.00023597985232234086 x1:-0.5341727294262326 z:0.137783947548 
SN843: c:-0.02366340765755215 mwebv:0.2141282184605548 t0:58703.3265744777 x0:0.00028501605568386466 x1:1.2284126487900897 z:0.127787728018 
SN844: c:0.05094795921324646 mwebv:0.01676722901270891 t0:58578.760514484144 x0:0.0001310851584212917 x1:1.1140980631259705 z:0.141737692618 
SN845: c:-0.030809400745924975 mwebv:0.04743059059869193 t0:58706.02546026433 x0:0.00018700307476509658 x1:0.09909734183835761 z:0.148071376364 
SN846: c:-0.06999048041062883 mwebv:0.029898913092515335 t0:58766.48246551443 x0:0.00019240741480395466 x1:0.07248751129117093 z:0.149380378389 
SN847: c:0.09113463299931812 mwebv:0.559559745417849 t0:58711.868125171975 x0:0.00030345218812902067 x1:-0.46854111920679253 z:0.118233229526 
SN848: c:0.016023082562440116 mwebv:0.03319924048755588 t0:58763.58921117232 x0:0.000388208851636252 x1:-0.8778727612119268 z:0.102596615063 
SN849: c:-0.04447323030358774 mwebv:0.04171573006046449 t0:58827.498677387994 x0:0.0001278621585322195 x1:0.12203804287311648 z:0.141007242523 
SN850: c:0.1119116905884967 mwebv:0.022347964050217228 t0:58583.089276261264 x0:0.00026192484585011317 x1:-0.06438935158223336 z:0.125946446372 
SN851: c:-0.09921640582758284 mwebv:0.1886414545809162 t0:58638.785709943884 x0:0.0003057517958292769 x1:0.31579577418173166 z:0.116404625161 
SN852: c:-0.07060282443763288 mwebv:0.0486207318181961 t0:58744.98401496315 x0:0.0005509098751446993 x1:-0.29886973762789815 z:0.102356614248 
SN853: c:0.008872146610443998 mwebv:0.023681057098324933 t0:58628.1566364424 x0:0.00018088299854762964 x1:0.21260042384649402 z:0.142774751822 
SN854: c:-0.014672354254186892 mwebv:0.03829148398157676 t0:58614.18733398752 x0:0.0003642965443633483 x1:-0.6959941949518984 z:0.109506561775 
SN855: c:-0.01265417150429382 mwebv:0.03488779871995235 t0:58609.43173614454 x0:0.0005087594612051745 x1:0.21270175984835893 z:0.114717971914 
SN856: c:-0.0930971321082481 mwebv:0.014871833577070006 t0:58624.620707851216 x0:0.00030831457378994645 x1:-0.5688465471577917 z:0.0961110518679 
SN857: c:0.12204216345601093 mwebv:0.11106109349818483 t0:58809.90927296254 x0:0.0006928681448597742 x1:-1.1966489529077582 z:0.0772070176473 
SN858: c:-0.03573592752114063 mwebv:0.40396053805870374 t0:58806.93125950518 x0:0.0006436972872459997 x1:0.5483065832159912 z:0.0794333489975 
SN859: c:-0.02829047534461626 mwebv:0.08899195872147396 t0:58904.182494480105 x0:0.00018847977112804336 x1:-0.41293527704336697 z:0.137959383483 
SN860: c:-0.016144158535634112 mwebv:0.010175722362131243 t0:58596.58489513838 x0:0.00035292044451131643 x1:0.760228214275938 z:0.120790995805 
SN861: c:0.031749595906339856 mwebv:0.026470178268426472 t0:58790.34102084681 x0:0.00027322972819550877 x1:0.3637671000920628 z:0.123032850005 
SN862: c:0.09847427940075804 mwebv:0.010920619101118523 t0:58924.34070017314 x0:0.00042575636655487283 x1:0.385617581529619 z:0.104225529944 
SN863: c:-0.026593103911407567 mwebv:0.01922113334534571 t0:58870.151045011 x0:0.0001864543060921415 x1:-1.0177538150120204 z:0.137852349588 
SN864: c:-0.04373910111963486 mwebv:0.06677391205856516 t0:58711.09926911381 x0:0.00024638446410369194 x1:0.5267618472322031 z:0.121898257938 
SN865: c:0.04701969888373725 mwebv:0.033510067692086275 t0:58784.31636223982 x0:0.000260329843944971 x1:-1.5271845671350124 z:0.110234043938 
SN866: c:0.026968640048260273 mwebv:0.07508190576131898 t0:58779.646236069464 x0:0.00019934127636357492 x1:0.2396415971132413 z:0.139360564283 
SN867: c:-0.02837441331331636 mwebv:0.18891965303675193 t0:58648.53523344776 x0:0.0004913473511934586 x1:0.4719261383753137 z:0.111659692493 
SN868: c:0.11551974274512267 mwebv:0.43045483809403023 t0:58647.5949138418 x0:0.0003579808758856099 x1:0.9185086662239446 z:0.127904135557 
SN869: c:0.010881769130901109 mwebv:0.1793139331934615 t0:58723.44611225629 x0:0.00028002425078916756 x1:0.46659955904458617 z:0.103835427715 
SN870: c:0.009086415334327747 mwebv:0.03666602656338975 t0:58839.0056244295 x0:0.000792153121013597 x1:0.4691998190029709 z:0.0755796705079 
SN871: c:0.010044396406588607 mwebv:0.10741503394968435 t0:58892.0216913763 x0:0.0005934804942585427 x1:0.08712219593446413 z:0.0872384832646 
SN872: c:0.047979824131129334 mwebv:0.09464333118357 t0:58666.15390493578 x0:0.000298778833293642 x1:-0.6577355579488584 z:0.0959343097583 
SN873: c:-0.05146119921358139 mwebv:0.06528570272246534 t0:58913.08303747585 x0:0.00033679807119881136 x1:-0.6058330850948259 z:0.122019519055 
SN874: c:0.0934585032599462 mwebv:0.12327153211669106 t0:58695.73195584043 x0:0.00021405413645307972 x1:-0.43044635159734623 z:0.123759954944 
SN875: c:0.081141714801519 mwebv:0.09329911849400871 t0:58708.975281268 x0:0.000907711699595726 x1:-2.1165664829503097 z:0.0713300666263 
SN876: c:0.005068504313570976 mwebv:0.12507133705971524 t0:58799.58370003108 x0:0.0002666306591901685 x1:0.4445926797708699 z:0.129205283414 
SN877: c:-0.12254912189900313 mwebv:1.3274557251099475 t0:58810.48012419834 x0:0.0004380580189398712 x1:1.697362855240284 z:0.104423256401 
SN878: c:0.01263300898758235 mwebv:0.09676534747339056 t0:58598.01019138442 x0:0.017616506188716158 x1:-0.5551851958312253 z:0.0146090271664 
SN879: c:-0.09300137480313841 mwebv:0.01934644279815277 t0:58594.00677346451 x0:0.0004773581982071824 x1:0.5171428880840434 z:0.0681049270594 
SN880: c:-0.022361900131784296 mwebv:0.2696610124400895 t0:58691.517928203575 x0:0.0005165860518595743 x1:-0.19642063626272055 z:0.093291530099 
SN881: c:-0.12762753094782653 mwebv:0.24205153145013616 t0:58704.07704054407 x0:0.0001761240667376664 x1:0.8768600311797989 z:0.141902652913 
SN882: c:0.19814479358219206 mwebv:0.13485601396837243 t0:58738.63424528867 x0:0.00014933497850821444 x1:0.3332972386416069 z:0.148330334427 
SN883: c:0.019358699970028148 mwebv:0.011316675497994148 t0:58686.38839965992 x0:0.00011905421669636483 x1:-0.7591977249013975 z:0.144349732267 
SN884: c:-0.0490451801710714 mwebv:0.052752255557115275 t0:58584.95380930615 x0:0.0001861787850461075 x1:0.11548415029816894 z:0.144424665745 
SN885: c:-0.045629137841442624 mwebv:0.023227133438491823 t0:58899.334115686586 x0:0.00016696515900001938 x1:-1.0009386329347276 z:0.130923097649 
SN886: c:-0.08499907890013825 mwebv:0.026740093110526452 t0:58797.39742246086 x0:0.0003016216447133969 x1:-0.018470299065150186 z:0.107178419808 
SN887: c:0.06271480748977343 mwebv:0.05381981580406308 t0:58589.03396314343 x0:0.0003039520328411512 x1:-0.010472103682483969 z:0.0982252070101 
SN888: c:-0.07474568292779615 mwebv:0.08679233434266076 t0:58743.125662557584 x0:0.0003101956895488989 x1:-0.04896100688895588 z:0.122868365526 
SN889: c:-0.09678116521451319 mwebv:0.12841602751353343 t0:58566.952808651644 x0:0.0001512120562219639 x1:-0.5477457177837222 z:0.139980434308 
SN890: c:0.22054251074123865 mwebv:0.0803249122985036 t0:58615.08205753592 x0:0.00045402242423793276 x1:-1.1358157581015358 z:0.0963737367993 
SN891: c:0.032267431985015804 mwebv:0.10027139688577272 t0:58574.89130899164 x0:0.00020055580244345304 x1:0.7960758260925074 z:0.143568628601 
SN892: c:0.05744408094796061 mwebv:0.07951680693943615 t0:58846.780584019994 x0:0.00023716293335750076 x1:-0.1279144121429936 z:0.113861659107 
SN893: c:-0.008091944258247885 mwebv:0.1899453996420644 t0:58773.39211503462 x0:0.00011223115365750727 x1:0.5187411665947459 z:0.145859488227 
SN894: c:-0.10810047049352711 mwebv:0.1130286709864215 t0:58571.2935728569 x0:0.00032742977546102245 x1:0.541032277393922 z:0.110313020482 
SN895: c:0.16371499110829735 mwebv:0.010586846452343852 t0:58613.5813221294 x0:0.00043696078643551026 x1:-0.14470105052809945 z:0.10372367064 
SN896: c:0.01625086858071123 mwebv:0.03998427479073554 t0:58639.95467849672 x0:0.0003413222473881659 x1:0.6168634114147116 z:0.11714322073 
SN897: c:-0.0340821713070536 mwebv:0.3332553675627437 t0:58776.21406371225 x0:0.00036053541190134435 x1:-0.33430965683061586 z:0.109653204762 
SN898: c:-0.07444985639140311 mwebv:0.07296783364716045 t0:58856.94264201242 x0:0.0003237553420034058 x1:-0.1583330901576927 z:0.0989480468287 
SN899: c:-0.08058677184665086 mwebv:0.0608284155652496 t0:58843.005727561314 x0:0.0002041085598718308 x1:0.835499155669436 z:0.127263544524 
SN900: c:-0.054591529279063966 mwebv:0.06340297751853752 t0:58769.98362498662 x0:0.00014281457455754147 x1:0.2304914217625189 z:0.149790553684 
SN901: c:0.06575845082821363 mwebv:0.09665040039291208 t0:58640.74544696517 x0:0.000199821565300857 x1:-1.0021966967174754 z:0.137428476445 
SN902: c:-0.08721659741811827 mwebv:0.1758945122335011 t0:58861.646287935735 x0:0.00021033211055158493 x1:-0.15263385365488968 z:0.119982046548 
SN903: c:-0.033507431585068304 mwebv:0.1650589994749337 t0:58681.05058157687 x0:0.0003037550521042754 x1:-1.0097358011705322 z:0.128654556486 
SN904: c:0.17470630252374342 mwebv:0.03582870100640338 t0:58827.89449335217 x0:0.00022151282666181007 x1:-0.3462311309552888 z:0.141146858738 
SN905: c:0.01661129547019069 mwebv:0.17746794280588576 t0:58634.830283863295 x0:0.00037568428658511473 x1:0.4252758103683174 z:0.114235514035 
SN906: c:-0.07750680860617898 mwebv:0.21206007119996068 t0:58856.157666795494 x0:0.00020807718840181648 x1:0.42241917993845224 z:0.114383171269 
SN907: c:-0.06191878893422098 mwebv:0.06966746989440202 t0:58887.81017225122 x0:0.0008116540722774944 x1:-0.5045153264990856 z:0.0757654478399 
SN908: c:-0.0418649791141994 mwebv:0.1460236714500912 t0:58871.67712830933 x0:0.0002695994365770936 x1:-0.3411390714619382 z:0.134278787407 
SN909: c:-0.10145491128432482 mwebv:0.592902864337627 t0:58853.97033117586 x0:0.00018680012483090062 x1:-0.8594813845128684 z:0.134989173837 
SN910: c:-0.12148958382180375 mwebv:1.5229703983077867 t0:58923.083593549585 x0:0.0003890698487160882 x1:0.909648208141915 z:0.10692787693 
SN911: c:-0.05575299789936139 mwebv:0.1210574286112938 t0:58615.56859160697 x0:0.00022682253803712498 x1:0.4329770864966722 z:0.127631956218 
SN912: c:-0.05039179860715315 mwebv:0.20565911374819962 t0:58817.16977208814 x0:0.00024169169565330483 x1:0.8763205481328433 z:0.146832896001 
SN913: c:-0.02536931034612966 mwebv:0.15997168807460663 t0:58901.90425435694 x0:0.00025727331996441567 x1:0.4082984597425927 z:0.132789378777 
