SN1: c:0.0038398644787018717 mwebv:0.6368299677757563 t0:58678.49818488358 x0:0.0035094158989326823 x1:0.13050485160332306 z:0.03826458442501344 
SN759: c:-0.06988793914637295 mwebv:0.10587604460718722 t0:58907.014707005 x0:0.00039047822498410474 x1:-0.8443586515641335 z:0.12855730125268583 
SN760: c:-0.016552997633839002 mwebv:0.23216457863903267 t0:58880.93942349963 x0:0.00047943055014300064 x1:0.11654721396565947 z:0.09696547002396409 
SN761: c:-0.005173987967045438 mwebv:0.12354882690715652 t0:58908.03231545106 x0:0.0004590401457928735 x1:-0.07995185834105223 z:0.08484824569686254 
SN762: c:0.016164432130459976 mwebv:0.32946227362714947 t0:58803.39555354979 x0:0.0005530611145508872 x1:0.10453582674017935 z:0.1285545758841443 
SN763: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN764: c:0.01872093004042036 mwebv:0.0512490475576046 t0:58874.39090565363 x0:0.00012712858443848863 x1:0.2633472252127895 z:0.12891672069266605 
SN765: c:0.0004887366269407205 mwebv:0.12858530340438248 t0:58706.05623894243 x0:0.0001765544556383321 x1:-0.10958793331759598 z:0.14885762208148898 
SN766: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN767: c:-0.014090658918053585 mwebv:0.02020355444406553 t0:58614.31681026528 x0:0.00042067566196246815 x1:0.13175238814070397 z:0.1419858934948959 
SN768: c:-0.26069646832081395 mwebv:0.12544955209424208 t0:58576.21236558231 x0:0.00031854140564110045 x1:0.015231938902300589 z:0.13797340809741418 
SN769: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN770: c:0.13910377443754537 mwebv:0.04594030352256911 t0:58916.52587480377 x0:0.00013913335063295366 x1:-0.49565688922049067 z:0.11726073390051417 
SN771: c:0.13435127313186318 mwebv:0.09286143962686651 t0:58871.37452884672 x0:0.0003798369728200208 x1:0.5750002793712002 z:0.1039266207785684 
SN772: c:-0.03394295073145473 mwebv:0.04349943935966095 t0:58779.28642260466 x0:0.0007458403066517927 x1:0.5523744820144919 z:0.07442723835843831 
SN773: c:0.04367329738587328 mwebv:0.12113596869027052 t0:58889.29303235787 x0:0.00018273739453737937 x1:-0.012209274485275312 z:0.1245597742618585 
SN774: c:0.0020376633500935157 mwebv:0.03860440694130554 t0:58931.559387545836 x0:0.00019271736514347128 x1:-0.09359314967956013 z:0.14470943252042062 
SN775: c:-0.01826055107742511 mwebv:0.009543170225926361 t0:58573.09334163291 x0:0.00023230637204918033 x1:0.07111945653959696 z:0.14087538756600154 
SN776: c:-0.15220796626096134 mwebv:0.31238295819138123 t0:58696.75145293361 x0:0.0002982286808583922 x1:-0.0864414579230228 z:0.13793825982802027 
SN777: c:-1.3219875040347087 mwebv:0.01789630683067935 t0:58650.07164752103 x0:0.09216063581129132 x1:-0.40234607709127784 z:0.12243385987371785 
SN778: c:-0.04895228096701738 mwebv:0.12693405706370062 t0:58651.838338043715 x0:0.0002096613261676232 x1:0.40314266919322334 z:0.14953737240003323 
SN779: c:-0.013871563369070259 mwebv:0.01931787110498299 t0:58758.84109156673 x0:0.00013096259748754933 x1:-0.011482448834436162 z:0.14543963923576153 
SN780: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN781: c:-0.6508730698165972 mwebv:0.11541359532465792 t0:58803.643823815015 x0:0.004050439454920422 x1:-0.17949291483464547 z:0.09631340035264102 
SN782: c:-0.048509049381559026 mwebv:0.1377976952956458 t0:58714.30628151531 x0:0.00046954261060508015 x1:0.2419155462736126 z:0.09916245960692854 
SN783: c:0.015904602979040602 mwebv:0.07086020327634074 t0:58670.84008785124 x0:0.10181521313706707 x1:-0.16481541639916772 z:0.11964031702924595 
SN784: c:-0.0006739397082881372 mwebv:0.5079272869091901 t0:58913.43239283584 x0:0.00041255227377923236 x1:-0.0025889782989784223 z:0.10521770502140908 
SN785: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN786: c:0.020518265558678177 mwebv:0.7307961045760717 t0:58814.10854904903 x0:0.0007979176347187963 x1:0.10622318461506525 z:0.0795740479988333 
SN787: c:-0.0382534928960204 mwebv:0.24025785312787817 t0:58864.574075540724 x0:0.0004402895267768633 x1:-0.7437152351846728 z:0.08741469956288007 
SN788: c:0.10392716405918677 mwebv:0.014008573815175073 t0:58861.09693737844 x0:0.00023066914372313829 x1:0.10180796440827775 z:0.14132139056033644 
SN789: c:-0.059028807087244034 mwebv:0.021622466896759673 t0:58714.44451016311 x0:0.00023955262472792033 x1:0.334145801801597 z:0.13553713388075894 
SN790: c:-0.033647047932518645 mwebv:0.21771170092045347 t0:58918.912479950784 x0:0.00018519135951010536 x1:0.2706441267692091 z:0.14261554707924648 
SN791: c:-0.004286682528421209 mwebv:0.015430086603408012 t0:58617.56291018634 x0:0.00024115338844018624 x1:0.10843245172973914 z:0.13791371488581097 
SN792: c:0.003594426938529824 mwebv:0.12670199032969465 t0:58868.47796688386 x0:0.0001926218593938668 x1:0.1519270086249846 z:0.13440383900771696 
SN793: c:-0.053518634060190765 mwebv:0.271997949553772 t0:58658.9632849236 x0:0.0009540542546307589 x1:0.3783790522244049 z:0.0774721280053157 
SN794: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN795: c:-0.42210482894315465 mwebv:0.032723622356838386 t0:58797.44156747466 x0:0.002565327712139663 x1:1.4696653340221406 z:0.09331690782505289 
SN796: c:0.018373724246693295 mwebv:0.038653673588338634 t0:58786.30552677466 x0:0.0002841926197873224 x1:0.1467924652362441 z:0.10570612212488045 
SN797: c:0.06479763096179827 mwebv:0.021853689442066285 t0:58810.88612170521 x0:0.00048693727881259335 x1:0.10177108968093657 z:0.13510513971404461 
SN798: c:0.005431864297532699 mwebv:0.08240350465971179 t0:58579.79319402979 x0:0.0003132059158793499 x1:0.18589583794273387 z:0.08964541207733931 
SN799: c:-0.28835532075156295 mwebv:0.13562753829221322 t0:58846.25592201761 x0:0.0003303563115700509 x1:-0.042315432858599386 z:0.12537681285541458 
SN800: c:0.019794143140875832 mwebv:0.13842644200964918 t0:58759.18973528545 x0:0.00020479440831367267 x1:-0.0759767002349274 z:0.13827298845350688 
SN801: c:0.040417827201004085 mwebv:0.163583843555684 t0:58862.315340027664 x0:0.00036171306080513116 x1:0.317991337943675 z:0.12896457327481145 
SN802: c:0.03377063719658208 mwebv:0.10786595794647011 t0:58789.29797688412 x0:0.0005205979777556861 x1:0.6894748182232754 z:0.10040966671884907 
SN803: c:-0.011085305532434047 mwebv:0.08329194303042864 t0:58621.188690557196 x0:0.0001187846843242597 x1:0.15639571629126647 z:0.12814805925082023 
SN804: c:-0.03684112158943033 mwebv:0.06965441357677443 t0:58584.07501104453 x0:0.0005110013965593818 x1:-0.521901479429319 z:0.0860279176668625 
SN805: c:-0.121160444734782 mwebv:0.077623699663091 t0:58770.99512642314 x0:0.0002914432934337288 x1:1.0114694901956571 z:0.11619418644276411 
SN806: c:0.06021641167854174 mwebv:0.026900294684488617 t0:58780.9418688238 x0:0.001330480891751386 x1:-0.057316271516251974 z:0.05409955023366918 
SN807: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN808: c:-0.0797903926331124 mwebv:0.10160163666407981 t0:58592.046825075195 x0:0.0006465005861017076 x1:-0.03481161644525326 z:0.0775737013425137 
SN809: c:0.12049099017945887 mwebv:0.20315011620824397 t0:58806.41489757483 x0:0.0014774772244787683 x1:0.5128295184736987 z:0.042635343295499104 
SN810: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN811: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN812: c:-0.8231837676900419 mwebv:0.11859670446295956 t0:58639.05255738823 x0:0.00917384333721275 x1:-1.9114051812355182 z:0.08912217562036467 
SN813: c:-0.007706687988788906 mwebv:0.07479377940608317 t0:58815.48660804219 x0:0.0001448644526697502 x1:0.10674508217654807 z:0.13972205885053873 
SN814: c:-0.5396116852386218 mwebv:0.06460826228686095 t0:58739.88435808401 x0:0.0044896300631936045 x1:-0.21046778650929568 z:0.1161910567657346 
SN815: c:-0.08503394948213293 mwebv:0.022688509056571188 t0:58637.846825932196 x0:0.0009691157663170599 x1:0.7628256852778249 z:0.07516382375710984 
SN816: c:-0.04604284366588838 mwebv:0.016743976181245183 t0:58731.07313527917 x0:0.00027266540372471653 x1:0.23471206812363912 z:0.1117791099945305 
SN817: c:0.027879413293376017 mwebv:0.09726685470873019 t0:58759.22335486782 x0:0.0006092331969351911 x1:0.2506665774399545 z:0.09250225683716082 
SN818: c:-0.07967412877589923 mwebv:0.06549914735068145 t0:58827.73575734438 x0:0.00022856028469203237 x1:0.2073445751918743 z:0.14156236286109264 
SN819: c:0.10377093368607941 mwebv:0.04113364046233568 t0:58586.551089864384 x0:0.0003653953533068695 x1:0.3825693221413991 z:0.12631863995449172 
SN820: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN821: c:-0.016048042257901896 mwebv:0.04875722225790205 t0:58584.27989449218 x0:0.00038494717502221727 x1:0.030866551857069043 z:0.10963765954301555 
SN822: c:0.07795384492937955 mwebv:0.016354814228211615 t0:58784.9344314649 x0:0.00013970569257150636 x1:-0.10911894635665528 z:0.13391494505994972 
SN823: c:-0.13697453873711937 mwebv:0.09560561370518905 t0:58724.93037337785 x0:0.0013745053166688485 x1:0.6377204404925797 z:0.09508796814611957 
SN824: c:-0.053653568635812915 mwebv:0.02876497421098452 t0:58847.5420352282 x0:0.000425501213762761 x1:1.206760728023013 z:0.11706255268588073 
SN825: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN826: c:0.018952272425201387 mwebv:0.11936353096477795 t0:58553.598734563675 x0:0.0009543833140439352 x1:-0.20865213868382512 z:0.14250961427858286 
SN827: c:-9.827655482182351e-05 mwebv:0.014267512185259297 t0:58902.51627391093 x0:0.00030924315252591655 x1:-0.02315569917808601 z:0.13924732896734132 
SN828: c:-0.2787928047691011 mwebv:0.056759042845418176 t0:58874.12624543795 x0:0.00032354940116366415 x1:0.2423342600467639 z:0.08897404874846632 
SN829: c:-0.02335017259614176 mwebv:0.03004306022183598 t0:58611.031566160585 x0:0.0025549278432533936 x1:0.30989345249483735 z:0.04496784344534968 
SN830: c:0.13990547736591194 mwebv:0.034521081392357045 t0:58761.086133589575 x0:8.893747760705821e-05 x1:-0.22161287116164985 z:0.14311237491850626 
SN831: c:-0.3970417161615176 mwebv:0.007308907248833286 t0:58871.79260560925 x0:0.0007242448424213087 x1:0.9048066840074531 z:0.11585972584174566 
SN832: c:-0.00900658148154145 mwebv:0.11083310323122231 t0:58578.01147705391 x0:0.0001455183590789996 x1:-0.03987186996102255 z:0.1254516267355184 
SN833: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN834: c:-0.05893017480128172 mwebv:0.13164540385164872 t0:58839.74764809871 x0:0.00037235664670386587 x1:0.3527237007037582 z:0.10706112608544657 
SN835: c:0.020478739780945207 mwebv:0.04736303346101101 t0:58913.58349975791 x0:0.000245413025418536 x1:-0.15652589378770304 z:0.12802757284186356 
SN836: c:-0.025462345699417726 mwebv:0.027709575749824508 t0:58758.125372657334 x0:0.00046944527818097015 x1:0.001310727859379726 z:0.11874076527002375 
SN837: c:-0.012132158423365878 mwebv:0.02648168952611398 t0:58866.223982548574 x0:0.0003119614975046804 x1:0.4059859884618254 z:0.12537083082996484 
SN838: c:0.04842591442116207 mwebv:0.05316852257113104 t0:58905.16669000575 x0:0.0006836883630314148 x1:-0.053732804342065094 z:0.08453315264251529 
SN839: c:-0.09433109520808329 mwebv:0.22574162996466574 t0:58824.26594240797 x0:0.00028506766990296184 x1:0.624637427964876 z:0.13331949178037353 
SN840: c:-0.012909458382901508 mwebv:0.19377309621952482 t0:58892.86468563119 x0:0.00028162874412623217 x1:-0.6179729243358237 z:0.11342946938980854 
SN841: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN842: c:-0.07445148933341288 mwebv:0.046212922995557654 t0:58684.5763396317 x0:0.0003015344578399233 x1:0.36925026134686006 z:0.11809343189932148 
SN843: c:0.008730513607089785 mwebv:0.024069628207325982 t0:58759.615090063795 x0:0.0003790694310667718 x1:0.19978130812187336 z:0.11127827009165134 
SN844: c:-0.07385185380041859 mwebv:0.14105144789763105 t0:58782.2724804212 x0:0.0002747826214560179 x1:0.531200864075012 z:0.14248265099432197 
SN845: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN846: c:-0.004117051943242041 mwebv:0.00903844378184662 t0:58632.40396573908 x0:0.00037452823593520654 x1:-0.4497440341979342 z:0.13855996465060716 
SN847: c:0.1581015741658599 mwebv:0.01111946380778533 t0:58798.2966573941 x0:0.0004413366650808431 x1:0.25248737475080624 z:0.10151379784903108 
SN848: c:-0.009851012904521672 mwebv:0.04592467520866968 t0:58895.901398691894 x0:0.0001942702194333933 x1:-0.418672177247772 z:0.12924816551782822 
SN849: c:-0.005501804419588446 mwebv:0.7201320684420582 t0:58742.811709209396 x0:0.0016348778454356296 x1:-0.10533548864209463 z:0.14379172880294433 
SN850: c:-0.01654363488481942 mwebv:0.10762783973870257 t0:58740.093277046166 x0:0.0003885232222499805 x1:-0.45928789033423 z:0.0963349627658754 
SN851: c:0.07857494194487424 mwebv:0.03757352516365175 t0:58585.31534503699 x0:0.0002760791431366545 x1:0.05035667001519685 z:0.1305836053062554 
SN852: c:-0.1495707009120088 mwebv:0.06066562139303737 t0:58661.37346582067 x0:0.0002033126677449137 x1:-0.24617747011460447 z:0.13221730554783687 
SN853: c:0.015151342000898316 mwebv:0.039618674402074186 t0:58771.60226045512 x0:0.0002604005229376921 x1:-0.21025002744913268 z:0.11808766849233239 
SN854: c:-0.5003951972763466 mwebv:0.12866909573217383 t0:58709.92513205376 x0:0.00035913712176296737 x1:0.10327707584580523 z:0.1161087299663309 
SN855: c:0.0033077398332930705 mwebv:0.03912608622644595 t0:58592.801054833064 x0:0.00015057647184640974 x1:0.742651472233014 z:0.14191373596276546 
SN856: c:-0.001115631899838792 mwebv:0.02068236649751432 t0:58906.899207094444 x0:0.001377741831078809 x1:0.057730307913083576 z:0.061624125338074556 
SN857: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN858: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN859: c:0.13496724225689957 mwebv:0.13803437310199243 t0:58774.33634473306 x0:0.0006975358212893945 x1:-1.320204008136068 z:0.09316755241114777 
SN860: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN861: c:-0.17515895483187063 mwebv:0.1839370768046774 t0:58771.37370652209 x0:0.00030743227939080965 x1:0.3485183191433433 z:0.14686603238007617 
SN862: c:0.04911213445549818 mwebv:0.010370138527590774 t0:58749.37878709875 x0:0.0001389052174527418 x1:0.5818356298081175 z:0.11399657618456271 
SN863: c:-0.02595110664034046 mwebv:0.1518588924849992 t0:58671.78647114471 x0:0.00021689429669968124 x1:-0.4727981284218749 z:0.11848218981809394 
SN864: c:0.014957322934591193 mwebv:0.07345259529382459 t0:58887.10758070512 x0:0.0003255299977447235 x1:0.1973480102274109 z:0.12626327803002202 
SN865: c:-0.01367116039495447 mwebv:0.03145579142193206 t0:58883.94338796966 x0:0.0003826732935332527 x1:0.20040141899073574 z:0.10109646703162622 
SN866: c:-0.04672765492685181 mwebv:0.02403523646806422 t0:58643.64794299029 x0:0.00023485290173482477 x1:-0.1264651994039458 z:0.1266481161319615 
SN867: c:-0.3000642264019437 mwebv:0.01284350876979172 t0:58704.73883026885 x0:0.00021083291693142412 x1:-1.0140521331249097 z:0.12974750202298435 
SN868: c:-0.17449584703985113 mwebv:0.016279014248309503 t0:58769.69412599577 x0:0.0016005384198117436 x1:-0.4695465002131717 z:0.11868031536804959 
SN869: c:-0.013548487691886652 mwebv:0.04470743973981488 t0:58759.5867296381 x0:0.0011013984960838521 x1:-0.05672737085838728 z:0.053662736056068895 
SN870: c:-0.03241171687263938 mwebv:0.06627582302966993 t0:58826.0988955612 x0:0.0003185255469303902 x1:-0.2397385543017362 z:0.12116914104893485 
SN871: c:-0.758245231917115 mwebv:0.09972147757899243 t0:58658.3829967793 x0:0.001079568079682783 x1:0.30241716306560457 z:0.12090081588298515 
SN872: c:0.13136602386950097 mwebv:0.01001960627416512 t0:58836.84860365201 x0:0.0002508165050693793 x1:0.6764062523730526 z:0.14939293732036818 
SN873: c:-0.26505657191147597 mwebv:0.08679658169943318 t0:58661.36914570157 x0:0.00021484125074612272 x1:0.05320383190919332 z:0.1271188041773451 
SN874: c:-0.0013056291463817442 mwebv:0.11688955027169856 t0:58951.32528592758 x0:0.7478239356993361 x1:-0.3813747275177765 z:0.12364951698868652 
SN875: c:-0.015677255228783698 mwebv:0.059728515525899556 t0:58858.079005572996 x0:0.00018057952337185824 x1:0.3332808341625342 z:0.13324947899043083 
SN876: c:-0.041571726192378235 mwebv:0.01635637096672155 t0:58637.1375956867 x0:0.00020979285398829811 x1:-0.47167008932537063 z:0.11736543997815303 
SN877: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN878: c:-0.03367019521610079 mwebv:0.026056363024419084 t0:58925.64082534204 x0:0.00046511288760179176 x1:-0.5454887215962834 z:0.10275942064295704 
SN879: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN880: c:0.008829211309962094 mwebv:0.017213375032786627 t0:58853.071309162304 x0:0.0006144229227620012 x1:1.0074145866957487 z:0.09726195811592447 
SN881: c:0.007941235143820904 mwebv:0.07386235053865711 t0:58923.85291747527 x0:0.00031966182885757074 x1:-0.055654147025108056 z:0.12601084591110293 
SN882: c:0.2452643635988029 mwebv:0.06251234069277954 t0:58795.49936349194 x0:0.0002807459917995549 x1:0.15630074948133582 z:0.11797124849230332 
SN883: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN884: c:-0.04128319542658943 mwebv:0.18568651533654582 t0:58859.73631239914 x0:0.00019516110892182047 x1:0.0963674902053047 z:0.13619288942494365 
SN885: c:0.05526138949500603 mwebv:0.027111055330663825 t0:58757.768733131685 x0:0.00018446350388996618 x1:-0.30437392883309544 z:0.13180050222082196 
SN886: c:0.06452301992789794 mwebv:0.06852082404476027 t0:58646.58624268758 x0:0.0007313246593535055 x1:-0.021461269202233464 z:0.07133036116310137 
SN887: c:0.028422158917349987 mwebv:0.35955067492698073 t0:58629.92135848568 x0:0.0005091821506518286 x1:-0.20942222498520738 z:0.10458459753136051 
SN888: c:-0.18710928235312646 mwebv:0.0867739959420464 t0:58907.879755576454 x0:0.0003871098253482966 x1:-0.0662575272424644 z:0.10182511997865787 
SN889: c:-0.012975122781913774 mwebv:0.05363829964461205 t0:58582.79223893293 x0:0.0003499966900004379 x1:-0.11613897268963151 z:0.13357324358381328 
SN890: c:-0.20497119183544954 mwebv:0.08678014207086064 t0:58921.81359654007 x0:0.0002468347716027508 x1:0.017555152593501894 z:0.11057906354215317 
SN891: c:0.00250010433921775 mwebv:0.3607587328707917 t0:58827.609829438916 x0:0.000417180473590364 x1:-0.025783978139865764 z:0.14083557542371863 
SN892: c:-0.06688284999375928 mwebv:0.015615972514681838 t0:58782.68203256688 x0:0.00019149122151005077 x1:42.10402287619287 z:0.055820505960667614 
SN893: c:0.010433853656911555 mwebv:0.23476777398347226 t0:58891.272532514224 x0:2.6117080411567692 x1:-0.2816315358784603 z:0.12449443755740885 
SN894: c:-0.0716545807631764 mwebv:0.12974482604292709 t0:58701.03100999945 x0:0.0004232276999744819 x1:0.6237337193215541 z:0.07951119209286761 
SN895: c:0.13175575386968863 mwebv:0.12410660093720768 t0:58658.19402330983 x0:0.0018107828797753645 x1:0.3599064194944917 z:0.045742162472011155 
SN896: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN897: c:-0.7602152951026657 mwebv:0.06068335408868757 t0:58786.68856264135 x0:0.001983165810760083 x1:0.01646786636478421 z:0.13285416764113772 
SN898: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN899: c:-0.045469981736379415 mwebv:0.5736136542295195 t0:58877.638490607904 x0:0.0025935832036619597 x1:-0.09895109475486204 z:0.043548953098434415 
SN900: c:0.01432781153716581 mwebv:0.03856400797430719 t0:58629.7741699083 x0:0.0003709953514089079 x1:0.19490201618360048 z:0.14217142773651156 
SN901: c:-0.043523329679734275 mwebv:0.012301527781097492 t0:58903.93566857176 x0:0.0015638416729352408 x1:-0.7687719154835956 z:0.04809702579482758 
SN902: c:-0.020997344989142023 mwebv:0.010867122967050573 t0:58674.077002687525 x0:0.0028354458328349076 x1:0.26387362630020933 z:0.04251033200103489 
SN903: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN904: c:-0.04015125986472273 mwebv:0.2224451413894673 t0:58605.27570839762 x0:0.0003148057765010313 x1:0.08565012806372245 z:0.1353295451766808 
SN905: c:-0.07866780425455747 mwebv:0.21593928329873732 t0:58843.96193622568 x0:0.0006290736540808322 x1:0.2027120221502116 z:0.08540025004453504 
SN906: c:0.0039687204554389255 mwebv:0.3285833687974092 t0:58805.899373565975 x0:0.0002990605338757708 x1:0.06742267510522149 z:0.1367991111639314 
SN907: c:-0.006052396343254661 mwebv:0.04077109303810361 t0:58911.88236682068 x0:0.0002578562919974586 x1:-0.04225580139927222 z:0.09562992050594252 
SN908: c:0.02662397192060345 mwebv:0.030206081893642496 t0:58689.92269580262 x0:0.0003440175711458105 x1:-0.27063203609502773 z:0.11223041376507265 
SN909: c:-0.05971880839932807 mwebv:0.21620991735668718 t0:58909.04649879135 x0:0.0003884839662936336 x1:0.18630378407019796 z:0.10314232302732303 
SN910: c:-0.010662652064524264 mwebv:0.08029313846882603 t0:58590.26927065017 x0:0.000295848512525613 x1:0.1761926782032396 z:0.1157765305372255 
SN911: c:-0.14586970146831896 mwebv:0.5301744803443236 t0:58776.66880829451 x0:0.0014713466958951977 x1:-0.014373076770169527 z:0.06807899622919507 
SN912: c:-0.022844009237578695 mwebv:0.026511572772349463 t0:58686.2871534999 x0:0.0002445512828173023 x1:0.17387649974049751 z:0.13322887427761454 
SN913: c:-0.08701112394836168 mwebv:0.042864641721554374 t0:58885.72831169981 x0:0.0003303811118456579 x1:0.23905989902486957 z:0.10255285840080774 
SN914: c:-0.041523306396267085 mwebv:0.05785399448213277 t0:58680.17621165273 x0:0.00033067944265789424 x1:0.14780901832338697 z:0.0946510069960821 
SN915: c:-0.055635330462066826 mwebv:0.05227360652975344 t0:58747.340999941334 x0:0.000352004340487485 x1:0.4765200222430313 z:0.11389627396095821 
SN916: c:-0.008371268516248557 mwebv:0.041420346416932166 t0:58817.409530069504 x0:0.0016315243604922102 x1:0.10442086706776889 z:0.061615593945435004 
SN917: c:-0.3316574058336093 mwebv:0.028897468812057944 t0:58638.241261714116 x0:0.001118458340661266 x1:0.284831212825821 z:0.14095664067943695 
SN918: c:0.029752816972930776 mwebv:0.03727373174272035 t0:58815.04395561492 x0:0.0007925396472629957 x1:0.2097421710324848 z:0.08542823763269093 
SN919: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN920: c:0.07823833375516229 mwebv:0.14744415669275107 t0:58883.03626522586 x0:0.00034626074093144113 x1:-0.2358753496762228 z:0.113631088468824 
SN921: c:-0.03172321810653709 mwebv:0.0697228203072201 t0:58673.434093313634 x0:0.001082452462382533 x1:0.22766136902632989 z:0.12341405126446078 
SN922: c:-0.6080170522085867 mwebv:0.23699726866964135 t0:58730.358264804876 x0:0.004773580435525086 x1:1.6156455457624836 z:0.05794833176176917 
SN923: c:-0.9199813997278694 mwebv:0.03506717745501572 t0:58790.87811785322 x0:0.0034851423616173555 x1:-2.2474227823093695 z:0.09023416073229157 
SN924: c:0.09801026930066782 mwebv:0.17046915412264324 t0:58603.650671798445 x0:0.001429671924105015 x1:-1.1151246798443943 z:0.062293359213597105 
SN925: c:-0.042098828781711 mwebv:0.04372315768049771 t0:58585.414001133475 x0:0.0033328366036377228 x1:0.38919744550461094 z:0.029979630541327996 
SN926: c:-0.06046146713070083 mwebv:0.352874931638748 t0:58612.59519148336 x0:0.0011038082610975953 x1:-0.5090504866817381 z:0.062411635928027454 
SN927: c:0.04708989373597332 mwebv:0.027428619183926882 t0:58724.216462367796 x0:0.0006405725731678263 x1:-0.27308415726915275 z:0.08906785826408416 
SN928: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN929: c:0.027265753285970952 mwebv:0.14095395131181415 t0:58571.69458804565 x0:0.00021105859169799182 x1:0.026988718996856453 z:0.14620280509240752 
SN930: c:-0.4709485821051833 mwebv:0.13224703076073413 t0:58674.71860032508 x0:2.4680554107048507 x1:-0.38887797655458806 z:0.1255186320271225 
SN931: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN932: c:0.15604178731477583 mwebv:0.04523469064709015 t0:58641.79238081064 x0:0.0007328540228723766 x1:-0.4432370712893596 z:0.0842573407186173 
SN933: c:-0.037573935781054904 mwebv:0.013357589266007214 t0:58653.624280670105 x0:0.00025719870853899065 x1:-0.6506877078262753 z:0.14495099584450225 
SN934: c:0.04854622211407505 mwebv:0.0910156888336838 t0:58680.51775206739 x0:0.000248952791697735 x1:-0.0896250436132586 z:0.12598827333399337 
SN935: c:0.059850487622378046 mwebv:0.025573610386233365 t0:58668.39998981174 x0:0.0004063122337573011 x1:0.4397871598123865 z:0.12034705584733825 
SN936: c:0.03699203667073794 mwebv:0.01973645067640034 t0:58668.409198813555 x0:0.00047390551566965335 x1:-0.3264446818229966 z:0.12601107431263547 
SN937: c:0.03616926777386546 mwebv:0.028201997574075023 t0:58675.716042188404 x0:0.0003460547778428403 x1:-0.2388849721583696 z:0.11225870982535552 
SN938: c:-0.009090297009433687 mwebv:0.13631027833834963 t0:58716.333856070254 x0:0.5653650305406758 x1:-0.20139685038042557 z:0.14040227339539219 
SN939: c:-0.3274148847580639 mwebv:0.12231295022862858 t0:58882.15199123411 x0:0.001024966765020145 x1:0.059081396133181315 z:0.11737549777960363 
SN940: c:-0.28575144419984155 mwebv:0.10065157063117537 t0:58623.231365756714 x0:0.00018710683865674004 x1:0.3364453936616456 z:0.13894661794627913 
SN941: c:0.13679868810715154 mwebv:0.35929204809872545 t0:58695.260917357824 x0:0.0004959380262339608 x1:0.13468122773422048 z:0.09578581270280184 
SN942: c:-0.08181961610811095 mwebv:0.14135353489772293 t0:58701.02418355864 x0:0.00022128125503059705 x1:0.16156839316524685 z:0.14412777707251784 
SN943: c:-0.16692004820315112 mwebv:0.049501183812496116 t0:58913.66821490262 x0:0.0004160526412522228 x1:-0.09138081816548213 z:0.11211701130846763 
SN944: c:0.08782162148641823 mwebv:0.07799258847233922 t0:58668.559837914014 x0:0.00043184132580016346 x1:0.3570359764009122 z:0.09264073117193683 
SN945: c:0.06763532794996309 mwebv:0.15205749621142273 t0:58620.42497641218 x0:0.00030170470394201245 x1:-1.1618281079407313 z:0.13502395897581787 
SN946: c:0.14900315961050514 mwebv:0.03458986492570752 t0:58775.43942065113 x0:0.00030762649607747123 x1:-0.5432798954568526 z:0.11464035437681556 
SN947: c:0.10908168410344551 mwebv:0.5975461582757553 t0:58672.86969320775 x0:0.002565818108872872 x1:0.022013159494194454 z:0.03790103097844606 
SN948: c:-0.05938099780883529 mwebv:0.14385941904226585 t0:58693.31601071423 x0:0.0007055646727321526 x1:0.8223806716877771 z:0.07217175335873403 
SN949: c:-0.034674141586400725 mwebv:0.05078463977566987 t0:58920.592936042645 x0:0.0007768261506379468 x1:0.33754343628499267 z:0.06504722807245777 
SN950: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN951: c:0.14016389068925791 mwebv:0.1158376517379351 t0:58744.15154423432 x0:0.0008583502057564951 x1:-0.650341144185263 z:0.08699696180071623 
