SN1: c:-0.03505828984749131 mwebv:0.08863503500258732 t0:58791.83483856664 x0:0.0004068272780025446 x1:0.2283324691629908 z:0.13692890168899033 
SN849: c:-0.017642176014132947 mwebv:0.04056274792489088 t0:58590.94974116329 x0:0.0005809987511685605 x1:-0.06292483959343988 z:0.10741182439925112 
SN850: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN851: c:-0.045109873632412714 mwebv:0.03901608234225999 t0:58867.382845047105 x0:0.0016401834399554847 x1:-0.005489896889626794 z:0.05450330505119471 
SN852: c:-0.0021765818612116865 mwebv:0.005870970464261024 t0:58626.6648047943 x0:0.0003889833265178866 x1:-0.017842733534635377 z:0.14607633336817089 
SN853: c:-0.0520324478063023 mwebv:0.14777836506534492 t0:58920.074496527115 x0:0.0006781719280213122 x1:0.27880206748060116 z:0.06852365475148245 
SN854: c:0.05452965090025481 mwebv:0.043357729588793394 t0:58771.80088201654 x0:0.0005063718585587684 x1:0.08027197547196942 z:0.09389118773653482 
SN855: c:-0.01809020561833435 mwebv:0.020409612933930732 t0:58856.39272406477 x0:0.0002483961493814612 x1:-0.047384532123929866 z:0.10400613225469313 
SN856: c:0.018740970051566955 mwebv:0.02351884640750742 t0:58719.13250501909 x0:0.0005658001336751537 x1:0.041211617913722215 z:0.1202065066006241 
SN857: c:0.01612541504057756 mwebv:0.04970289783859189 t0:58863.33314467978 x0:0.002866269651238342 x1:0.12916033612740577 z:0.03558462654991388 
SN858: c:-0.051051814946453444 mwebv:0.04654515525186083 t0:58823.59535616944 x0:0.0006996691873467328 x1:-1.2528678333628676 z:0.08091392465573187 
SN859: c:0.00829029849560379 mwebv:0.01528726754695963 t0:58610.71472924627 x0:0.00046562828336955633 x1:0.07554871432209384 z:0.11363555339513456 
SN860: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN861: c:-0.034005771857649796 mwebv:0.14507357636380513 t0:58877.694805179905 x0:0.0002947187871202592 x1:0.1910676706868024 z:0.1343284980041643 
SN862: c:0.003425043338022212 mwebv:0.09301429621772606 t0:58703.9906774811 x0:0.00023921177202183247 x1:-0.053489017397928544 z:0.13443656740090754 
SN863: c:-0.058036933233461846 mwebv:0.0455669807594966 t0:58905.24391319911 x0:0.00031000310833250236 x1:0.29117620749935436 z:0.11680215391326272 
SN864: c:0.019878571149149007 mwebv:0.10571980560662148 t0:58880.68563210505 x0:0.00042551966767769223 x1:-0.0936719395437244 z:0.11341800712964963 
SN865: c:0.014203182205193286 mwebv:0.025138512753854526 t0:58676.9221373016 x0:0.00033674479270152653 x1:0.05281527564152639 z:0.10212920359901304 
SN866: c:0.08347090447440363 mwebv:0.06639407082243093 t0:58650.96733465656 x0:0.000615421841018751 x1:-0.09666626153329401 z:0.09661795113243134 
SN867: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN868: c:-0.5192213485789283 mwebv:0.04436892036173812 t0:58900.50194980067 x0:0.0016691409360808877 x1:-0.05817655895315594 z:0.12813287028047113 
SN869: c:-0.008465281489688427 mwebv:0.03978387785518415 t0:58822.41152132252 x0:0.0014821522733316618 x1:-0.12635347918697484 z:0.13156951536792122 
SN870: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN871: c:-0.07267115944866157 mwebv:0.06070121317610563 t0:58785.65554670342 x0:0.0005266349234193912 x1:0.3479045627887603 z:0.09267738104411907 
SN872: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN873: c:-0.044133629104959576 mwebv:0.012342480388004881 t0:58707.765293588665 x0:0.00021042843785701133 x1:0.20924268399357676 z:0.14372269784485658 
SN874: c:-0.17804362222855485 mwebv:0.020070650261780308 t0:58780.820275973536 x0:0.0005862911494299292 x1:0.10789559851755896 z:0.13093058863746393 
SN875: c:-0.05853147957566768 mwebv:0.0325146684380991 t0:58713.41015910399 x0:0.00031991564252325925 x1:0.21977944114231474 z:0.0922075500945326 
SN876: c:0.03252137753433502 mwebv:0.12445111938054522 t0:58606.296648599324 x0:0.0004501722457229243 x1:-0.059648981231953516 z:0.1310434784586285 
SN877: c:-0.0014843452091522894 mwebv:0.17151330721442956 t0:58851.536487106954 x0:0.0005762737710806957 x1:0.13906180521413397 z:0.07397310369465897 
SN878: c:-0.5523385886351868 mwebv:0.11854445078939294 t0:58708.8675460811 x0:0.007184800779324539 x1:-0.9937235237812485 z:0.14578740987470648 
SN879: c:-1.1681924051129178 mwebv:0.01906180512320284 t0:58718.204843544256 x0:0.0005752428568116926 x1:-0.0006738663811820747 z:0.06667565923144014 
SN880: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN881: c:0.00345496565374536 mwebv:0.03236225653410343 t0:58757.026196035134 x0:0.0006740859619669453 x1:-0.35838430288863626 z:0.07186949490244218 
SN882: c:-1.1886812760431709 mwebv:0.12265090031166037 t0:58791.469718937195 x0:-3.103730840580379e-05 x1:-0.23722879660292642 z:0.13149231401432704 
SN883: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN884: c:0.01504859507939758 mwebv:0.006975507074750236 t0:58570.63393362046 x0:0.0004330818338564274 x1:0.010914554430691371 z:0.14669800207969286 
SN885: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN886: c:0.00864763476095746 mwebv:0.15680168772057998 t0:58564.37731524938 x0:0.0005255191963896986 x1:0.1063545258806483 z:0.13584349124779893 
SN887: c:-0.03490041228138508 mwebv:0.0192050521379023 t0:58714.3951779107 x0:0.00010805278121417232 x1:0.2221252023412822 z:0.13857305230657563 
SN888: c:-0.014061331271554718 mwebv:0.324026707954816 t0:58725.03617723023 x0:0.00038502549081469286 x1:0.1329082925672604 z:0.122836708395038 
SN889: c:0.006176774515129491 mwebv:0.49922661984763017 t0:58874.43065374868 x0:0.0009695209465222215 x1:0.13573513490234437 z:0.0892628710576964 
SN890: c:-0.03887230192399169 mwebv:0.1409384083058673 t0:58917.87594091723 x0:0.0016156547389164632 x1:-0.2647406988745173 z:0.06567521147382796 
SN891: c:0.023586284849870243 mwebv:0.10817533021901131 t0:58919.6321207768 x0:0.0008240917483163193 x1:0.0805338708242324 z:0.10099871760897168 
SN892: c:0.019752282668153768 mwebv:0.11134216692262414 t0:58795.243973725555 x0:0.00039872640440651594 x1:0.11067265753501483 z:0.12872348704810144 
SN893: c:0.037039206985119526 mwebv:0.06685168234495989 t0:58833.53456661404 x0:0.0015461276277941756 x1:0.40915914350527294 z:0.04289734979318269 
SN894: c:-0.016839806440646164 mwebv:0.03980954495866758 t0:58846.98867895785 x0:0.0010815862779273461 x1:-0.04043999598033291 z:0.08431460741998997 
SN895: c:-0.37148052979960255 mwebv:0.20054105869298033 t0:58788.89109688122 x0:0.00023854668059084964 x1:0.07854531727041605 z:0.12920789988014209 
SN896: c:-0.01280672321222859 mwebv:0.25094922310724843 t0:58818.367707479905 x0:0.00022296653097966592 x1:0.19281106112068064 z:0.1428726498105664 
SN897: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN898: c:-0.5817047802589154 mwebv:0.012191857051972343 t0:58745.76574168416 x0:0.0003128757937629876 x1:-1.9950585244779355 z:0.1255757761070659 
SN899: c:0.02967480287852548 mwebv:0.10193557749694965 t0:58756.44194323954 x0:0.0006689547823573692 x1:0.06667270527312946 z:0.1006608265374387 
SN900: c:-0.004024655044027115 mwebv:0.010429534572739544 t0:58591.92641785713 x0:0.000521622422866146 x1:-0.04431628915452243 z:0.12170696660458938 
SN901: c:-0.04029903643541767 mwebv:0.06476995226623751 t0:58785.37538609409 x0:0.0010148554405909043 x1:0.01573257553631621 z:0.061836607412827364 
SN902: c:0.008499415058322999 mwebv:0.16442328159920516 t0:58674.642777827015 x0:0.0003398831307038746 x1:0.06253036562114896 z:0.1275125215019259 
SN903: c:-0.4474211919997305 mwebv:0.05418018695190028 t0:58611.9275784615 x0:0.0006554541238219698 x1:-0.1120398119091058 z:0.148635569385321 
SN904: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN905: c:0.007677693031681942 mwebv:0.08466730255317004 t0:58796.9414463578 x0:0.00025000214196308347 x1:0.03806159951164157 z:0.12779846029174496 
SN906: c:-0.6354583269453498 mwebv:0.3680227435629261 t0:58527.12354889531 x0:0.002197819630307154 x1:-0.08919008509248233 z:0.12369020179395668 
SN907: c:-0.004810226506831423 mwebv:0.02136948103412775 t0:58773.55610117957 x0:0.00035194377736041737 x1:0.17271480275631415 z:0.13580480255676414 
SN908: c:0.015318826649952022 mwebv:0.008540468975235329 t0:58925.98404376725 x0:0.00033821353968656483 x1:-0.2662108730547009 z:0.11658901588770497 
SN909: c:0.020821443239947064 mwebv:0.04989641492892015 t0:58832.017509205 x0:0.0005397059747455903 x1:-0.19834786835624585 z:0.08220631177992371 
SN910: c:-0.0027955078430023706 mwebv:0.08417769953663973 t0:58585.686669050345 x0:0.0005915813409961949 x1:0.019788925023003667 z:0.13324028070021365 
SN911: c:0.16208920158093024 mwebv:0.010560029712304268 t0:58588.041942306176 x0:0.0013989581380487233 x1:0.272048586760626 z:0.06394761856420769 
SN912: c:-0.7015320986764128 mwebv:0.052655038454832846 t0:58933.57399669131 x0:-0.18927143756710688 x1:-0.676497794529162 z:0.14468554682515672 
SN913: c:-0.07637910864085339 mwebv:0.06935551892539504 t0:58837.69400420441 x0:0.0004422975796619979 x1:-0.12543113963832983 z:0.09449212091346913 
SN914: c:-0.02276902364942723 mwebv:0.13486893103630587 t0:58604.81789990763 x0:0.0006909433351460549 x1:-0.1458278943837052 z:0.09380978604866988 
SN915: c:0.12446254069477981 mwebv:0.020938626225548443 t0:58679.93976507362 x0:0.0006080573405415646 x1:-0.1399296329789516 z:0.11385823727887265 
SN916: c:-0.9298919771229357 mwebv:0.030329069894344078 t0:58788.77939436854 x0:0.0006536892859931336 x1:-0.7816733874319581 z:0.07154871018294519 
SN917: c:0.006546176071983696 mwebv:0.14059901627395516 t0:58697.04268019516 x0:0.00033400879858561436 x1:0.120156427693171 z:0.11604737779567822 
SN918: c:0.013934392540358357 mwebv:0.039173056163441584 t0:58690.98775008791 x0:0.0005277782446411062 x1:-0.07435385398678179 z:0.14583117236922247 
SN919: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN920: c:-0.09260163460188359 mwebv:0.10703734561393632 t0:58731.773940114486 x0:0.0006265666806763002 x1:0.3785828043969419 z:0.08404892972326332 
SN921: c:0.01869338000620172 mwebv:0.3385794460896765 t0:58724.657613372445 x0:0.00030234748233519746 x1:-0.03000406757149329 z:0.14797336598378089 
SN922: c:0.003344227688716763 mwebv:0.08830571750070693 t0:58935.88665591223 x0:0.00012490489335701855 x1:0.1282487453132416 z:0.1186769336576433 
SN923: c:0.01697642722946876 mwebv:0.02603283208163313 t0:58634.788325997106 x0:0.0003333765698847311 x1:-0.04875903067841751 z:0.1418478187796094 
SN924: c:0.048332321850969744 mwebv:0.1332046597014969 t0:58828.10250131879 x0:0.00048616396532434836 x1:-0.3641365220958088 z:0.09832791499590815 
SN925: c:-0.07516866118492577 mwebv:0.10035333949855893 t0:58887.83613556218 x0:0.005062347448374011 x1:1.378209764520199 z:0.032715487263651324 
SN926: c:0.006648726737691905 mwebv:0.027467368299707636 t0:58758.27601265823 x0:0.00018515092468651754 x1:0.10490611737998659 z:0.11759904702300425 
SN927: c:-0.14458258628253753 mwebv:0.010612980832289464 t0:58655.394813801744 x0:0.00021275076858782955 x1:0.07432791822772818 z:0.13549091764273638 
SN928: c:0.002915037923396995 mwebv:0.10366268719868907 t0:58771.00946201359 x0:0.00042030580892041724 x1:0.09153386754721814 z:0.14009226582495066 
SN929: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN930: c:-0.011320715248337433 mwebv:0.08151546694000213 t0:58785.22257230918 x0:0.00016869765764040835 x1:-0.049720415618100595 z:0.1423088846811367 
SN931: c:-0.13383447253241665 mwebv:0.02733219175448051 t0:58787.94252694749 x0:0.00010614770336416677 x1:-0.14419310770072993 z:0.14520333589653822 
SN932: c:0.03626253868891131 mwebv:0.031308989135473336 t0:58716.852468607794 x0:0.0009586739315446122 x1:0.6343474662913436 z:0.07071381373934865 
SN933: c:-0.17178125741195419 mwebv:0.039808318409193424 t0:58744.82826554253 x0:0.0003602592107088276 x1:0.061556946726259346 z:0.13362217447255026 
SN934: c:0.00047539175775852707 mwebv:0.08134342785464706 t0:58845.77616534169 x0:0.00026703362203923746 x1:0.09913028671899393 z:0.14239071405356485 
SN935: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN936: c:-0.007121212068338598 mwebv:0.11481291671659821 t0:58782.54723877604 x0:0.0016272785154232813 x1:-0.2255300155236016 z:0.13703866783989427 
SN937: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN938: c:-0.043232972431438844 mwebv:0.1380904922518737 t0:58716.43590021972 x0:0.0003819502019109347 x1:0.04906773602707649 z:0.1321448485521131 
SN939: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN940: c:0.056639006193089404 mwebv:0.028667640974079166 t0:58827.926464788856 x0:0.0004583856044440819 x1:-0.1954085247078918 z:0.09298169652256974 
SN941: c:-0.17221417049482898 mwebv:0.07626513789130486 t0:58780.19408430731 x0:0.00032257020795121446 x1:-0.1469447777959666 z:0.14459946003249782 
SN942: c:-0.0648529036862109 mwebv:0.041465378549291616 t0:58680.22926214547 x0:0.001195729972240011 x1:0.9472801700076465 z:0.0582994435540325 
SN943: c:0.0035677410355993964 mwebv:0.23219904647070755 t0:58912.0108670625 x0:0.00018624828302210553 x1:-0.17385146933832535 z:0.14689971089019568 
SN944: c:-0.10071757336922277 mwebv:0.00991814926495658 t0:58794.22057491758 x0:0.0003226782157173789 x1:0.1452764977933711 z:0.10930781100113668 
SN945: c:-0.008578217247921606 mwebv:0.6292468253116521 t0:58595.60355320836 x0:0.00038122546878495715 x1:0.1796722652941153 z:0.12686018000761032 
SN946: c:0.01319361890600907 mwebv:0.6469755962311134 t0:58645.93812881695 x0:0.0018312541979205654 x1:-0.009384939627499264 z:0.1311647362236163 
SN947: c:-0.01393025411450798 mwebv:0.05272507188055453 t0:58795.747720373045 x0:0.00026892162600412244 x1:0.2003683764066651 z:0.1253831298247549 
SN948: c:0.006194426999669908 mwebv:0.029101459228054342 t0:58717.48400106974 x0:0.0003548610729901304 x1:0.20191289793052813 z:0.1278708783337434 
SN949: c:0.02326719287754469 mwebv:0.03465062117408006 t0:58680.248842640314 x0:0.0006974240125824707 x1:0.2112901887502122 z:0.07633157728455285 
SN950: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN951: c:-0.011392945258566508 mwebv:0.03200897791800205 t0:58866.52624905548 x0:0.0006296704845110017 x1:-0.018780527314307432 z:0.12513156849001156 
SN952: c:-0.060181548922316676 mwebv:0.008992208747002729 t0:58608.24554427745 x0:0.00036040760599288156 x1:0.38472450237913247 z:0.09611463165406094 
SN953: c:0.0029506840832792935 mwebv:0.22828147355779227 t0:58786.53576806742 x0:0.0008651546864481494 x1:0.015568586669035498 z:0.13094431901312445 
SN954: c:-0.02444247529991342 mwebv:0.029908625657705443 t0:58861.01248320086 x0:0.0008105876809182684 x1:-0.0631695913286619 z:0.08889546761358104 
SN955: c:-0.1054796240365395 mwebv:0.014700627383119039 t0:58812.9790117158 x0:0.0005319137020530312 x1:0.2458504373457171 z:0.07846821896111188 
SN956: c:-0.006040836609765126 mwebv:0.1471873883144287 t0:58890.51520126618 x0:0.0002955531435391914 x1:0.115776540489346 z:0.10029576733755016 
SN957: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN958: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN959: c:-0.0162286243536384 mwebv:0.10080836759903816 t0:58861.6016000131 x0:0.00015605429554405535 x1:0.15051261297551083 z:0.1269100845958483 
SN960: c:0.006718868494829387 mwebv:0.11102887225396005 t0:58683.98819629941 x0:0.0007288662497879134 x1:0.08820290109434022 z:0.07816774895774653 
SN961: c:-0.013216218612315294 mwebv:0.25035610937279495 t0:58875.12519936471 x0:0.00040624689862590066 x1:0.09027462915036412 z:0.12068576647631774 
SN962: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN963: c:-1.1801218163823768 mwebv:0.029342863553668115 t0:58561.118486979816 x0:0.0005946241627952106 x1:0.08716976244318296 z:0.1374221995713498 
SN964: c:-0.03574959409339545 mwebv:0.028842218800310966 t0:58735.69428620101 x0:0.0009811734834581762 x1:-0.633236694240921 z:0.05931922118843977 
SN965: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN966: c:-0.003786274600320307 mwebv:0.013787809756092225 t0:58770.52080742279 x0:0.000581982058574757 x1:0.12907531662024888 z:0.09972390207791668 
SN967: c:-0.004193825026557034 mwebv:2.0978833748903214 t0:58733.49841530733 x0:0.003597668244016819 x1:0.05033628788464678 z:0.08428787917726091 
SN968: c:-0.01579147954316524 mwebv:0.00929082780189237 t0:58821.880869813525 x0:0.0003029992497545422 x1:0.2174423247548054 z:0.1498620064506761 
SN969: c:-0.5712837667215417 mwebv:0.11262238535477409 t0:58585.66071544689 x0:0.0004428733563400037 x1:-0.0367614844614224 z:0.11425887945182206 
SN970: c:-0.027951302002987427 mwebv:0.047541646100332305 t0:58647.967359109425 x0:0.00020109516029716433 x1:0.2136860784566802 z:0.13358387819546708 
SN971: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN972: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN973: c:0.05607265525119711 mwebv:0.012410450244635558 t0:58752.877900598716 x0:0.0009125695620382139 x1:0.06841307445731158 z:0.11237754083123633 
SN974: c:-0.07016643121636117 mwebv:0.059470506099298756 t0:58808.0497968649 x0:0.000951977567736413 x1:0.06016627491059369 z:0.05886426561118354 
SN975: c:-0.4624659398402215 mwebv:0.040666200103541175 t0:58789.174592365205 x0:0.00016058390102535944 x1:2.574183815350303 z:0.14064903741202084 
SN976: c:0.026522575798174727 mwebv:0.0329762817563785 t0:58612.79685383086 x0:0.0011203591718894413 x1:-0.10929670833116074 z:0.07226790119694987 
SN977: c:-0.010076756748405854 mwebv:0.020660042188245163 t0:58666.460914545205 x0:0.0010185719813688193 x1:0.17476589736571405 z:0.08020451975220612 
SN978: c:-0.022153276508802597 mwebv:0.11902131590174116 t0:58878.50996371648 x0:0.00048056764465353156 x1:0.10354446595276817 z:0.08146109618292151 
SN979: c:-0.04560657595669909 mwebv:0.13420954435044277 t0:58923.11416676531 x0:0.00039543745713218985 x1:0.29907542185495306 z:0.10364832085110164 
SN980: c:0.004649479132541871 mwebv:0.16402264122435817 t0:58729.549522040295 x0:0.0006819098447110941 x1:0.32538894738172525 z:0.10861726227147028 
SN981: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN982: c:0.0011147871367016718 mwebv:0.018512743642759386 t0:58704.99345486437 x0:0.0006439560105000499 x1:0.10192233180257361 z:0.11983316741436058 
SN983: c:0.008493829431548822 mwebv:0.047762922882960426 t0:58813.014201394 x0:0.000261506293261872 x1:0.09021450669759934 z:0.11995575139747022 
SN984: c:-0.0042097379931561865 mwebv:0.022549973706678553 t0:58705.347831188956 x0:0.0013530296898466199 x1:-0.8787813158488196 z:0.04990976560506389 
SN985: c:0.024722525704700654 mwebv:0.2551647546633684 t0:58568.97535734304 x0:0.0002871980076110256 x1:-0.24265704779533426 z:0.13022620633320312 
SN986: c:0.005769321032141607 mwebv:0.024925875992853112 t0:58638.64745912135 x0:0.004322880140623079 x1:-0.4594396925497693 z:0.06906482457139165 
SN987: c:-0.03485541513015098 mwebv:0.5090901661572043 t0:58908.51877481584 x0:0.0007851755895373241 x1:0.13571146993348004 z:0.08664463695727873 
SN988: c:-0.09415971969979933 mwebv:0.03885814891837196 t0:58620.60676176287 x0:0.008255325838164957 x1:-0.38555714359264087 z:0.02530873764953772 
SN989: c:0.08265445197326703 mwebv:0.066689085767841 t0:58768.09488248661 x0:0.0007066592255172559 x1:-0.09187594072633148 z:0.07831502068718281 
SN990: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN991: c:-0.07379522589719417 mwebv:0.051516391711673916 t0:58697.4987413589 x0:0.0012573377506250795 x1:-0.4125313928684404 z:0.05980223204267898 
SN992: c:-0.025638215490033367 mwebv:0.014192059593907484 t0:58661.73782137295 x0:0.0003054676581931297 x1:0.2074298283035706 z:0.1249104521698026 
SN993: c:-0.05758112058186989 mwebv:0.012192346224285193 t0:58881.65029019323 x0:0.0006611104302725229 x1:0.5364650935473977 z:0.08021282371799716 
SN994: c:0.0051196557803702605 mwebv:0.012786995659266418 t0:58562.74628908551 x0:0.0011291270313576285 x1:0.18501554239499932 z:0.05095146972843497 
SN995: c:-0.008129937635601572 mwebv:0.03716254545760252 t0:58758.02092212516 x0:0.00017449668597365538 x1:-0.15056905334870865 z:0.13719856940732325 
SN996: c:-0.01492429265308295 mwebv:0.023028942505438587 t0:58755.0148150383 x0:0.0005173861116500511 x1:0.19448111159550063 z:0.07984279668302255 
SN997: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN998: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN999: c:-0.004529115465585416 mwebv:0.013078868387115451 t0:58818.07645058852 x0:0.0004779544685781146 x1:0.5082699273299963 z:0.08476229587502021 
SN1000: c:0.00546252456577778 mwebv:0.6422931120947988 t0:58794.778069977176 x0:0.0006124079044553659 x1:0.17650048234185287 z:0.08204481089485217 
